1,0.01010952,1,0.6464646,0.002525253
1,0.01477833,1,0.6346154,0.009615385
1,0.01262626,1,0.6277955,0.003194888
1,0.01547531,1,0.6678832,0.002919708
1,0.007255139,1,0.6207524,0.004854369
1,0.0221519,1,0.6299694,0
1,0,1,0.4,0
1,0,1,0.7857143,0
1,0.008995502,1,0.6701728,0.001502630
1,0.009410289,1,0.7423054,0.006035003
1,0.00466563,1,0.5696498,0.001556420
1,0.02012072,1,0.8255814,0.001937984
1,0.01048218,1,0.8296146,0.002028398
1,0.01515152,1,0.9285714,0
1,0.02448454,1,0.8747045,0.001182033
1,0.01038062,1,0.8284314,0.004901961
1,0.01811321,1,0.8655953,0.0007304602
1,0.003565062,1,0.4285714,0.008928571
1,0.004214963,1,0.6912955,0.002024291
1,0.01851852,1,0.7842697,0.001498127
1,0.009513742,1,0.5287356,0.006269592
1,0.01404853,1,0.8884758,0.001239157
1,0.003496503,1,0.5762515,0.006984866
1,0.05660377,1,0.8,0
1,0.007109005,1,0.6875726,0.002322880
1,0.005422993,1,0.7394958,0.001050420
1,0.005247376,1,0.6569507,0.002242152
1,0,1,0,0
1,0.006420546,1,0.5290745,0.001638002
1,0.003700278,1,0.535316,0.00464684
1,0,1,0.3935484,0.01290323
1,0.004347826,1,0.86214,0
1,0.0067659,1,0.481976,0.002670227
1,0.00315856,1,0.522771,0.004490058
1,0.001102536,1,0.5060908,0.004429679
1,0.001721170,1,0.5456919,0.005221932
1,0.004032258,1,0.6641221,0
1,0.004329004,1,0.7913386,0.003937008
1,0.02985075,1,0.5384615,0
1,0.005471956,1,0.5992268,0.003865979
1,0.006993007,1,0.8834951,0
1,0.007117438,1,0.9050847,0.003389831
1,0.02100162,1,0.8602826,0.003139717
0,0.0272,1,0.8671875,0.003125
1,0,1,0.5058824,0
1,0.001694915,1,0.6247878,0.006791171
1,0,1,0.4375,0
1,0,1,0.4893617,0
1,0,1,0.648421,0.002105263
1,0.001890359,1,0.4111969,0.001930502
1,0.01041667,1,0.7173913,0
1,0,1,0.5783784,0.005405405
1,0,1,0.6311301,0
1,0.004294479,1,0.5725707,0.002460025
1,0,1,0.7777778,0
1,0.004602992,1,0.5700713,0.007125891
1,0.01098901,1,0.7366771,0.001567398
1,0,1,0.826923,0
1,0.002008032,1,0.6169561,0.008171604
1,0.008902077,1,0.7134328,0.002985075
1,0.001677852,1,0.7578254,0.001647446
0,0.01960784,1,0.5234375,0.00390625
1,0.01329394,1,0.6752137,0.007122507
1,0,1,0.6352941,0.005882353
1,0.008849558,1,0.7094017,0.008547009
1,0,1,0.4444444,0.1111111
0,0.02181818,1,0.6557971,0.007246377
1,0,1,0.5714286,0
1,0.007042254,1,0.684507,0.004225352
1,0.01395349,1,0.5803982,0.006125574
1,0,1,0.5,0
1,0.0008058018,1,0.4816026,0.003270646
1,0.003846154,1,0.469281,0.007843137
1,0.0007022472,1,0.5241821,0.0056899
1,0.008645533,1,0.6511955,0.004219409
1,0.008633094,1,0.5746479,0.004225352
1,0.00831025,1,0.6784741,0.008174387
1,0.004494382,1,0.4988558,0
1,0,1,0.6654545,0
1,0.004592423,1,0.3623025,0.001128668
1,0.006134969,1,0.6181818,0.006060606
1,0.004219409,1,0.491573,0.001404494
1,0.01342282,1,0.5723684,0.01315789
1,0,1,0.4761905,0
1,0,1,0.5625,0.02083333
1,0.007653061,1,0.4936548,0.002538071
1,0.002732240,1,0.5696552,0.002758621
1,0,1,0.606383,0.003546099
1,0.01639344,1,0.6129032,0
1,0,1,0.7272727,0.006993007
1,0,1,0.3333333,0
1,0,1,0.4666667,0
1,0.004748338,1,0.8116343,0.003693444
0,0.02908277,1,0.6087866,0.003138075
0,0.04166667,1,0.5,0.04166667
1,0.00540054,1,0.6382222,0.004444444
1,0.008988764,1,0.5927152,0.002207506
1,0.008635579,1,0.5749574,0.002555366
0,0.02484472,1,0.6504481,0.003841229
1,0.01329114,1,0.5797546,0.003067485
1,0.008547009,1,0.610432,0.004889976
1,0,1,0.8888889,0
1,0.002288330,1,0.5417642,0.003903201
1,0.004932182,1,0.5318352,0.003745318
1,0.003902439,1,0.586444,0.002946955
